A_Index;AnzahlZimmer;Ausbaustufe;Baeder;BaederKG;Baujahr;EG_qm;Garage_qm;Garagen;Gesamteindruck;Keller_Typ_qm;Keller_qm;Kellerhoehe;Kellertyp;Lage;OG_qm;Umgebaut;Verkaufsjahr;Verkaufsmonat;Wohnflaeche_qm;Z_Verkaufspreis
2513;2;1 Ebene;2;0;2016;118;45;2;3;1;118;Gut;Guter Wohnraum;Bezirk 24;0;2016;2020;7;118;196000
2436;3;2 Ebenen;1;0;1931;90;44;2;4;0;64;Durchschnitt;Rohbau;Bezirk 4;64;1962;2019;7;155;180500
2262;3;2 Ebenen;2;0;1984;46;24;1;4;24;46;Durchschnitt;Freizeitraum;Bezirk 13;46;1984;2022;6;92;98324
490;3;1 Ebene;1;1;1973;87;22;1;3;76;87;Durchschnitt;Freizeitraum;Bezirk 22;0;1973;2019;4;87;118500
2355;2;1 Ebene;1;0;1958;105;28;1;3;0;41;Durchschnitt;Rohbau;Bezirk 8;0;1962;2019;7;105;109900
1566;3;2 Ebenen;2;0;1935;76;15;1;4;0;51;Durchschnitt;Rohbau;Bezirk 7;51;2008;2019;8;127;165000
819;4;1 Ebene;1;0;1969;129;30;1;4;32;103;Durchschnitt;Freizeitraum;Bezirk 8;0;2014;2022;5;129;166175
648;2;1 Ebene;1;0;1966;83;44;2;3;0;83;Durchschnitt;Rohbau;Bezirk 14;0;1966;2020;2;83;113000
1115;1;1 Ebene;2;1;2010;127;24;1;3;93;127;Gut;Guter Wohnraum;Bezirk 11;0;2010;2019;9;127;330000
2429;4;2 Ebenen;3;0;2000;117;66;3;3;85;102;Gut;Guter Wohnraum;Bezirk 19;68;2000;2018;2;185;229000
194;3;1 Ebene;1;0;1978;75;32;1;3;15;75;Durchschnitt;Freizeitraum;Bezirk 22;0;1978;2019;5;75;125000
1303;4;2 Ebenen;2;0;1922;79;53;2;5;0;47;Durchschnitt;Rohbau;Bezirk 20;64;2020;2021;8;143;156500
1207;2;1 Ebene;1;0;1983;73;48;2;4;44;73;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1983;2021;3;73;97000
1988;2;2 Ebenen;3;0;2017;44;40;2;3;0;51;Gut;Rohbau;Bezirk 24;51;2017;2018;4;102;144152
1690;4;2 Ebenen;2;0;1949;107;20;1;4;51;80;Durchschnitt;Kein Wohnraum;Bezirk 7;57;2007;2020;7;164;198000
700;2;2 Ebenen;1;1;1957;37;0;0;3;12;31;Durchschnitt;Niedrige Qualität;Bezirk 4;19;1962;2019;7;56;64000
2411;3;2 Ebenen;2;0;1912;62;17;1;5;0;47;Durchschnitt;Rohbau;Bezirk 4;47;2012;2020;4;109;106900
2282;3;1 Ebene;2;1;1972;125;42;2;3;107;125;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1972;2021;12;125;157500
167;3;1 Ebene;2;1;1989;142;57;2;4;94;98;Durchschnitt;Mittlerer Wohnraum;Bezirk 14;0;2006;2019;5;142;196000
377;3;1 Ebene;1;1;1974;79;24;1;3;62;76;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1974;2019;10;79;130000
232;3;2 Ebenen;3;1;2017;120;85;3;3;106;120;Sehr gut;Guter Wohnraum;Bezirk 18;77;2017;2020;8;198;379000
413;4;2 Ebenen;3;1;1984;86;41;2;3;20;62;Durchschnitt;Freizeitraum;Bezirk 19;66;1984;2018;11;152;165150
423;5;1 Ebene;3;0;1975;127;55;2;4;31;62;Durchschnitt;Kein Wohnraum;Bezirk 12;67;1975;2019;4;194;202500
1368;2;2 Ebenen;1;0;1932;59;44;2;3;0;59;Durchschnitt;Rohbau;Bezirk 12;36;1962;2022;4;95;78660
2178;2;1 Ebene;2;1;2018;114;46;2;3;71;114;Gut;Guter Wohnraum;Bezirk 18;0;2019;2020;6;114;234250
568;3;2 Ebenen;2;0;1952;86;20;1;4;44;83;Durchschnitt;Mittlerer Wohnraum;Bezirk 4;55;2001;2020;7;142;164900
1419;2;1 Ebene;1;1;1995;76;41;2;3;25;73;Gut;Kein Wohnraum;Bezirk 14;0;1995;2018;6;76;131000
835;4;3 Ebenen;2;0;1953;78;20;1;3;30;78;Durchschnitt;Freizeitraum;Bezirk 7;61;1962;2019;8;139;164000
160;3;1 Ebene;2;1;2019;124;64;3;3;78;126;Gut;Guter Wohnraum;Bezirk 24;0;2019;2019;8;124;282922
1780;2;1 Ebene;1;0;1936;110;37;2;3;34;97;Durchschnitt;Niedrige Qualität;Bezirk 4;0;1962;2021;10;110;100000
794;3;1 Ebene;2;1;1971;89;26;1;4;68;89;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;2018;2020;8;89;145500
1686;3;1 Ebene;2;0;1987;82;37;2;4;60;82;Durchschnitt;Kein Wohnraum;Bezirk 6;0;1987;2019;1;82;134200
812;2;1 Ebene;2;0;1988;81;37;2;3;10;91;Gut;Mittlerer Wohnraum;Bezirk 17;0;1988;2019;2;81;128000
891;3;1 Ebene;3;0;2011;65;34;2;3;0;32;Gut;Rohbau;Bezirk 9;55;2012;2021;3;121;156000
814;3;2 Ebenen;1;0;1922;70;19;1;5;0;67;Gut;Rohbau;Bezirk 20;66;1962;2020;6;136;127500
209;3;2 Ebenen;3;0;1928;68;15;1;4;0;56;Schlecht;Rohbau;Bezirk 20;59;1999;2021;8;140;135000
2181;3;2 Ebenen;3;0;2017;94;58;2;3;28;94;Gut;Guter Wohnraum;Bezirk 24;72;2017;2021;2;167;253000
1768;0;1 Ebene;1;2;2008;79;39;2;3;1;78;Sehr gut;Freizeitraum;Bezirk 14;0;2009;2019;6;79;140000
639;3;1 Ebene;2;2;1977;173;43;2;3;105;181;Gut;Mittlerer Wohnraum;Bezirk 26;0;1977;2021;6;173;375000
501;3;1 Ebene;2;0;2018;140;70;3;3;2;140;Gut;Guter Wohnraum;Bezirk 24;0;2018;2019;7;140;249700
728;3;2 Ebenen;2;0;1930;77;18;1;5;0;77;Durchschnitt;Rohbau;Bezirk 7;43;2010;2019;6;121;189950
1268;3;2 Ebenen;3;0;1976;86;37;2;5;45;69;Durchschnitt;Kein Wohnraum;Bezirk 15;70;2005;2019;7;157;187000
1835;3;2 Ebenen;1;0;1934;81;0;0;3;0;73;Durchschnitt;Rohbau;Bezirk 8;0;1962;2018;9;120;83000
1685;3;2 Ebenen;3;0;2009;78;39;2;3;60;78;Durchschnitt;Kein Wohnraum;Bezirk 9;57;2010;2020;4;136;187500
1569;3;2 Ebenen;3;1;2009;68;35;2;3;60;68;Gut;Guter Wohnraum;Bezirk 9;60;2009;2018;6;128;185000
1771;1;1 Ebene;2;0;2017;127;38;2;3;1;114;Gut;Guter Wohnraum;Bezirk 1;0;2018;2021;5;127;181000
535;3;1 Ebene;2;1;1976;114;44;2;3;53;106;Durchschnitt;Guter Wohnraum;Bezirk 15;0;1976;2020;6;114;168500
2345;2;1 Ebene;1;0;1966;79;20;1;4;41;79;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1987;2018;3;79;121000
1329;2;2 Ebenen;2;1;1983;65;37;2;3;40;65;Durchschnitt;Mittlerer Wohnraum;Bezirk 3;51;1983;2019;8;116;122500
480;2;1 Ebene;2;0;2017;97;33;2;3;1;97;Gut;Guter Wohnraum;Bezirk 1;0;2018;2021;9;97;160200
687;2;2 Ebenen;2;0;1960;131;57;2;4;0;0;0;0;Bezirk 9;61;1962;2018;5;197;169000
971;3;1 Ebene;2;0;2017;107;38;2;3;0;106;Gut;Rohbau;Bezirk 24;0;2017;2018;4;107;176000
577;5;2 Ebenen;2;0;1965;90;25;1;3;39;85;Durchschnitt;Niedrige Qualität;Bezirk 8;45;1965;2018;7;136;149900
2076;3;1 Ebene;3;2;2006;153;40;2;3;113;142;Gut;Guter Wohnraum;Bezirk 14;0;2007;2022;2;153;327750
1377;3;1 Ebene;1;1;1990;88;52;2;4;67;81;Durchschnitt;Guter Wohnraum;Bezirk 22;0;1990;2018;7;88;160500
1150;4;2 Ebenen;3;0;1983;93;42;2;3;35;70;Durchschnitt;Freizeitraum;Bezirk 19;76;1983;2018;6;169;190000
1302;2;1 Ebene;1;0;1963;73;34;2;3;10;73;Durchschnitt;Niedrige Qualität;Bezirk 9;0;1963;2022;6;73;162150
2458;4;1 Ebene;2;0;1970;122;25;1;4;51;122;Durchschnitt;Freizeitraum;Bezirk 15;0;1970;2019;4;122;157900
427;2;1 Ebene;1;1;1980;118;48;2;2;0;118;Schlecht;Rohbau;Bezirk 15;0;1980;2021;7;118;110000
10;3;1 Ebene;2;1;1987;144;51;2;3;118;118;Gut;Mittlerer Wohnraum;Bezirk 22;0;1993;2019;1;144;171000
1451;3;1 Ebene;2;0;2014;152;45;2;3;0;151;Gut;Rohbau;Bezirk 6;0;2014;2020;9;152;278300
557;2;1 Ebene;2;0;2016;107;36;2;3;2;106;Gut;Guter Wohnraum;Bezirk 1;0;2017;2022;4;107;220799
1047;2;1 Ebene;2;1;2020;204;57;3;3;150;262;Sehr gut;Guter Wohnraum;Bezirk 18;0;2020;2021;4;204;555000
1112;3;1 Ebene;1;1;1988;95;29;1;4;53;88;Durchschnitt;Mittlerer Wohnraum;Bezirk 8;0;1988;2021;10;95;125000
542;2;1 Ebene;1;0;1953;66;0;0;3;22;66;Durchschnitt;Freizeitraum;Bezirk 4;0;1962;2018;4;66;100000
2304;4;1 Ebene;2;0;1985;140;43;2;3;0;140;Durchschnitt;Rohbau;Bezirk 19;0;1985;2020;11;140;135000
1688;3;2 Ebenen;3;1;2012;69;33;2;3;58;67;Gut;Guter Wohnraum;Bezirk 9;59;2012;2021;6;128;190000
298;3;2 Ebenen;2;0;1962;94;23;1;5;10;72;Durchschnitt;Kein Wohnraum;Bezirk 15;47;2017;2021;9;141;140000
1280;2;2 Ebenen;2;0;1950;68;25;1;4;0;68;Durchschnitt;Rohbau;Bezirk 12;47;2007;2018;7;115;125500
2306;2;1 Ebene;3;1;2007;179;71;3;4;144;179;Gut;Guter Wohnraum;Bezirk 16;0;2007;2020;8;179;350000
2257;2;2 Ebenen;1;0;1933;61;53;1;3;26;53;Durchschnitt;Kein Wohnraum;Bezirk 12;32;1987;2022;4;94;126499
1046;4;2 Ebenen;2;1;1962;108;29;1;4;64;99;Gut;Guter Wohnraum;Bezirk 7;88;1975;2018;7;196;257000
1695;2;1 Ebene;1;1;1965;113;31;1;3;71;99;Durchschnitt;Kein Wohnraum;Bezirk 7;0;1965;2018;6;113;157000
1729;3;1 Ebene;2;1;2014;130;45;2;3;68;130;Gut;Guter Wohnraum;Bezirk 6;0;2015;2020;12;130;258940
2211;2;1 Ebene;1;1;1952;50;0;0;3;0;35;Schlecht;Rohbau;Bezirk 20;0;1962;2021;6;50;59000
1074;4;1 Ebene;2;0;1980;132;67;3;3;0;132;Durchschnitt;Rohbau;Bezirk 15;0;1980;2019;5;132;126000
1137;3;1 Ebene;1;0;1979;79;24;1;4;56;77;Durchschnitt;Freizeitraum;Bezirk 22;0;1979;2018;6;79;129200
2171;2;1 Ebene;1;0;1952;57;26;1;4;0;57;Durchschnitt;Rohbau;Bezirk 20;0;2017;2020;7;57;86900
1002;2;2 Ebenen;3;1;2016;51;40;2;3;31;51;Gut;Guter Wohnraum;Bezirk 24;51;2017;2022;2;102;171925
149;4;2 Ebenen;2;2;1930;115;67;2;3;88;115;Durchschnitt;Guter Wohnraum;Bezirk 15;115;2002;2018;3;264;235000
2408;3;1 Ebene;1;1;1980;89;25;1;4;65;89;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1980;2022;7;89;163300
486;3;2 Ebenen;2;0;1927;111;44;2;3;0;111;Durchschnitt;Rohbau;Bezirk 20;0;1962;2021;6;202;142900
100;3;1 Ebene;2;1;2016;126;51;2;3;60;125;Gut;Guter Wohnraum;Bezirk 6;0;2017;2022;5;126;358631
1715;1;1 Ebene;1;1;1982;53;24;1;3;43;53;Gut;Guter Wohnraum;Bezirk 13;0;1982;2021;4;53;80000
782;3;1 Ebene;1;0;1970;113;24;1;4;42;87;Durchschnitt;Niedrige Qualität;Bezirk 15;0;1977;2021;5;113;139000
849;3;2 Ebenen;1;1;1953;52;17;1;4;20;52;Durchschnitt;Niedrige Qualität;Bezirk 8;42;1962;2020;3;94;95000
2055;4;2 Ebenen;2;1;1912;93;66;3;2;0;93;Durchschnitt;Rohbau;Bezirk 20;57;1962;2018;5;150;87000
562;3;1 Ebene;2;1;1995;107;50;2;4;63;107;Gut;Guter Wohnraum;Bezirk 19;0;1995;2020;7;107;181900
1438;2;1 Ebene;1;0;1962;73;44;1;3;0;48;Durchschnitt;Rohbau;Bezirk 20;0;1962;2018;8;73;105000
257;2;2 Ebenen;1;0;1922;57;16;1;4;0;30;Sehr Schlecht;Rohbau;Bezirk 12;32;2012;2020;5;89;80900
1996;3;2 Ebenen;1;1;1929;56;23;1;4;0;53;Durchschnitt;Rohbau;Bezirk 20;53;2019;2021;5;109;119000
1699;4;2 Ebenen;3;1;2008;90;48;2;3;72;90;Sehr gut;Guter Wohnraum;Bezirk 16;90;2009;2020;6;180;279500
357;4;2 Ebenen;2;0;1961;85;74;3;4;24;85;Durchschnitt;Kein Wohnraum;Bezirk 7;85;1962;2019;8;170;145000
1152;2;1 Ebene;2;1;2004;133;44;2;3;36;133;Gut;Guter Wohnraum;Bezirk 23;0;2004;2019;7;133;179200
1229;2;1 Ebene;2;0;1990;89;27;1;4;53;90;Gut;Guter Wohnraum;Bezirk 17;0;1990;2019;4;89;142500
338;2;1 Ebene;1;0;1932;81;26;1;3;21;81;Durchschnitt;Mittlerer Wohnraum;Bezirk 20;0;1962;2019;7;81;108500
1713;3;1 Ebene;2;1;1987;137;40;2;4;113;137;Gut;Mittlerer Wohnraum;Bezirk 19;0;1987;2021;6;137;213000
68;4;2 Ebenen;1;1;1912;72;48;2;4;17;60;Durchschnitt;Freizeitraum;Bezirk 20;49;1982;2018;5;121;139900
1610;4;2 Ebenen;2;0;1970;97;30;1;3;28;97;Durchschnitt;Mittlerer Wohnraum;Bezirk 12;68;1970;2020;1;166;165500
249;2;1 Ebene;1;1;1969;105;37;1;4;30;90;Durchschnitt;Kein Wohnraum;Bezirk 15;0;2008;2018;5;105;134450
633;3;2 Ebenen;3;0;2009;79;58;2;3;0;79;Gut;Rohbau;Bezirk 23;76;2010;2018;7;156;187000
1130;2;1 Ebene;1;0;1967;65;30;1;3;46;65;Durchschnitt;Kein Wohnraum;Bezirk 8;0;1967;2019;7;65;125000
2253;4;2 Ebenen;3;1;2007;92;52;2;3;66;91;Gut;Niedrige Qualität;Bezirk 23;146;2014;2020;6;239;260000
2560;2;1 Ebene;1;1;1971;81;33;1;4;6;81;Durchschnitt;Freizeitraum;Bezirk 8;0;2012;2019;12;81;131750
2134;3;1 Ebene;1;1;1983;74;48;2;3;1;73;Durchschnitt;Freizeitraum;Bezirk 15;0;1983;2018;3;74;97500
674;3;1 Ebene;1;1;1965;88;24;1;4;7;88;Durchschnitt;Freizeitraum;Bezirk 15;0;1965;2019;6;88;136000
1062;3;2 Ebenen;2;0;1952;80;20;1;4;0;66;Durchschnitt;Rohbau;Bezirk 21;46;1962;2021;7;126;139500
887;4;2 Ebenen;2;0;1981;66;76;2;4;42;66;Durchschnitt;Kein Wohnraum;Bezirk 14;72;1981;2021;4;138;173000
1049;3;2 Ebenen;1;1;1953;82;20;1;3;31;65;Durchschnitt;Freizeitraum;Bezirk 15;34;1962;2019;4;116;105000
398;2;1 Ebene;1;0;1936;87;23;1;3;12;87;Durchschnitt;Kein Wohnraum;Bezirk 20;0;1962;2018;6;87;108000
2392;3;1 Ebene;2;1;1980;97;35;2;4;0;77;Durchschnitt;Rohbau;Bezirk 19;0;1980;2019;9;97;143450
304;3;1 Ebene;2;0;1972;99;41;2;4;49;99;Durchschnitt;Freizeitraum;Bezirk 15;0;1972;2022;6;99;170200
489;3;1 Ebene;3;0;2008;81;33;2;3;24;32;Gut;Guter Wohnraum;Bezirk 9;56;2009;2021;6;138;189000
2026;2;1 Ebene;1;0;1942;69;22;1;5;0;69;Durchschnitt;Rohbau;Bezirk 20;0;2017;2018;6;69;110000
2226;3;2 Ebenen;3;1;2010;92;50;2;3;81;92;Gut;Guter Wohnraum;Bezirk 16;71;2010;2018;6;163;280000
2376;2;1 Ebene;2;1;1998;127;43;2;4;75;108;Gut;Guter Wohnraum;Bezirk 26;0;1998;2020;7;127;241500
1951;3;1 Ebene;1;1;1976;85;37;2;2;43;85;Durchschnitt;Freizeitraum;Bezirk 22;0;1976;2019;7;85;115400
433;5;2 Ebenen;2;0;1932;134;44;2;4;41;128;Gut;Niedrige Qualität;Bezirk 20;102;1962;2020;6;237;256000
1533;3;1 Ebene;2;0;2006;93;57;2;3;0;93;Gut;Rohbau;Bezirk 6;0;2007;2021;6;93;192995
850;2;1 Ebene;1;0;1937;64;42;2;3;0;57;Schlecht;Rohbau;Bezirk 20;0;2016;2020;6;64;73000
1440;3;1 Ebene;1;0;1971;88;24;1;3;31;88;Durchschnitt;Niedrige Qualität;Bezirk 15;0;1971;2018;7;88;133700
1539;3;1 Ebene;2;1;1984;117;57;2;4;83;98;Durchschnitt;Mittlerer Wohnraum;Bezirk 19;0;2018;2022;3;117;227124
2438;2;1 Ebene;2;0;1988;81;37;2;4;81;81;Gut;Niedrige Qualität;Bezirk 17;0;1988;2021;10;81;143750
1882;2;1 Ebene;2;1;2014;120;46;2;3;80;126;Gut;Guter Wohnraum;Bezirk 15;0;2014;2018;9;120;190000
1521;4;1 Ebene;2;0;1973;76;32;1;3;0;46;Durchschnitt;Rohbau;Bezirk 22;51;1973;2021;7;150;165000
466;2;2 Ebenen;1;0;1936;86;20;1;4;0;72;Durchschnitt;Rohbau;Bezirk 4;68;2008;2018;5;155;202500
923;2;1 Ebene;2;1;2018;137;47;2;3;67;137;Sehr gut;Guter Wohnraum;Bezirk 25;0;2018;2019;3;137;319900
2497;4;1 Ebene;3;1;2004;274;46;2;3;104;272;Gut;Guter Wohnraum;Bezirk 16;0;2005;2019;5;274;430000
859;4;2 Ebenen;2;0;1962;82;25;1;5;30;82;Durchschnitt;Niedrige Qualität;Bezirk 12;82;2017;2019;4;165;212300
270;3;1 Ebene;2;1;1973;95;46;2;3;79;88;Durchschnitt;Mittlerer Wohnraum;Bezirk 22;0;1973;2019;5;95;129000
915;3;2 Ebenen;2;0;1912;70;41;2;5;0;57;Schlecht;Rohbau;Bezirk 23;52;2005;2022;3;122;159275
1614;4;2 Ebenen;3;0;2005;93;38;2;3;30;69;Gut;Guter Wohnraum;Bezirk 23;93;2006;2020;12;187;225000
2374;4;2 Ebenen;3;0;2010;94;51;3;3;0;90;Gut;Rohbau;Bezirk 16;108;2010;2019;5;202;252000
1522;4;2 Ebenen;3;1;1990;94;44;2;3;81;94;Gut;Mittlerer Wohnraum;Bezirk 5;73;2004;2022;5;168;264500
751;5;1 Ebene;4;0;1971;324;53;2;4;0;0;0;0;Bezirk 8;0;2008;2020;7;324;284700
2287;4;2 Ebenen;2;1;1932;84;48;2;4;0;50;Schlecht;Rohbau;Bezirk 20;64;1962;2018;10;149;157000
419;3;2 Ebenen;2;1;1958;65;25;1;4;32;63;Durchschnitt;Mittlerer Wohnraum;Bezirk 4;38;1962;2018;8;104;121600
2042;3;1 Ebene;2;1;2014;140;76;3;3;83;140;Gut;Guter Wohnraum;Bezirk 6;0;2014;2018;2;140;230000
275;3;2 Ebenen;3;0;2011;75;42;2;3;0;71;Gut;Rohbau;Bezirk 9;66;2011;2021;6;142;181000
388;3;2 Ebenen;3;0;2011;81;39;2;3;0;79;Gut;Rohbau;Bezirk 9;58;2012;2019;5;139;185000
2478;3;1 Ebene;1;0;1977;73;30;1;3;47;73;Durchschnitt;Freizeitraum;Bezirk 22;0;1977;2021;12;73;62383
166;3;1 Ebene;2;1;2010;121;50;2;3;71;121;Gut;Guter Wohnraum;Bezirk 6;0;2010;2018;5;121;193000
603;3;2 Ebenen;3;0;2011;74;38;2;3;0;70;Gut;Rohbau;Bezirk 9;66;2011;2020;5;140;185900
286;3;2 Ebenen;2;0;1958;60;20;1;5;0;55;Durchschnitt;Rohbau;Bezirk 20;57;2004;2021;9;118;135000
1231;2;1 Ebene;1;0;1940;97;24;1;4;34;85;Durchschnitt;Niedrige Qualität;Bezirk 4;0;1995;2020;7;97;138000
314;3;1 Ebene;2;0;2020;144;82;3;3;0;144;Gut;Rohbau;Bezirk 24;0;2020;2021;9;144;275000
1216;3;1 Ebene;2;1;1970;138;28;1;4;52;105;Durchschnitt;Freizeitraum;Bezirk 15;0;2000;2021;4;138;139000
408;2;2 Ebenen;1;0;1937;72;45;2;3;12;66;Durchschnitt;Kein Wohnraum;Bezirk 12;0;1962;2021;1;102;103000
2578;3;2 Ebenen;1;1;1912;98;20;1;3;4;60;Durchschnitt;Mittlerer Wohnraum;Bezirk 20;58;1966;2022;1;156;92460
1982;4;2 Ebenen;2;0;1932;117;33;2;3;19;82;Durchschnitt;Freizeitraum;Bezirk 20;82;1972;2020;4;199;130000
150;3;2 Ebenen;1;0;1936;69;27;1;3;18;39;Durchschnitt;Freizeitraum;Bezirk 4;27;1962;2021;6;97;93000
1096;2;2 Ebenen;1;0;1927;86;0;0;2;0;86;Durchschnitt;Rohbau;Bezirk 12;0;1994;2021;10;129;85000
758;4;2 Ebenen;2;0;1966;103;27;1;3;37;84;Durchschnitt;Freizeitraum;Bezirk 8;54;1984;2018;10;157;136900
1545;6;2 Ebenen;6;2;2012;99;69;4;3;69;99;Sehr gut;Guter Wohnraum;Bezirk 23;137;2012;2021;10;236;269500
2566;2;1 Ebene;1;0;1963;94;40;2;3;26;53;Durchschnitt;Freizeitraum;Bezirk 15;0;1963;2021;10;94;126000
2596;3;2 Ebenen;3;0;2012;65;37;2;3;32;64;Gut;Guter Wohnraum;Bezirk 24;68;2012;2022;6;133;204124
2250;3;1 Ebene;1;0;1966;84;27;1;4;0;32;Schlecht;Rohbau;Bezirk 8;0;1966;2022;1;84;179274
1300;3;2 Ebenen;2;0;1982;46;0;0;4;14;46;Durchschnitt;Guter Wohnraum;Bezirk 13;46;1982;2022;3;92;87400
761;4;2 Ebenen;2;1;1927;77;13;1;5;25;77;Durchschnitt;Mittlerer Wohnraum;Bezirk 20;77;2017;2021;6;155;155000
1289;3;2 Ebenen;3;0;2019;113;72;3;3;0;113;Gut;Rohbau;Bezirk 24;44;2019;2020;7;158;257000
1609;1;1 Ebene;1;1;1937;77;26;1;4;26;64;Durchschnitt;Niedrige Qualität;Bezirk 4;12;2006;2019;8;90;136500
581;2;2 Ebenen;1;1;1932;62;18;1;5;12;56;Durchschnitt;Niedrige Qualität;Bezirk 8;10;2007;2019;8;73;108500
1374;3;1 Ebene;1;0;1965;88;26;1;3;45;88;Durchschnitt;Niedrige Qualität;Bezirk 15;0;1965;2020;6;88;112900
828;3;2 Ebenen;1;0;1953;72;21;1;4;53;61;Durchschnitt;Freizeitraum;Bezirk 8;37;1962;2021;9;110;122000
190;3;2 Ebenen;3;1;2006;87;42;2;3;42;66;Gut;Guter Wohnraum;Bezirk 23;78;2013;2019;7;166;220000
2210;3;1 Ebene;2;0;2013;130;71;3;3;0;130;Gut;Rohbau;Bezirk 6;0;2014;2018;1;130;205000
2011;3;1 Ebene;1;1;1979;84;24;1;4;64;84;Durchschnitt;Mittlerer Wohnraum;Bezirk 22;0;2017;2020;7;84;145000
1148;3;1 Ebene;1;1;1979;75;38;2;4;59;75;Durchschnitt;Kein Wohnraum;Bezirk 22;0;2015;2020;5;75;130000
1509;3;2 Ebenen;1;1;1960;77;28;1;3;0;77;Durchschnitt;Rohbau;Bezirk 15;46;1962;2022;1;123;112124
1924;3;2 Ebenen;1;0;1948;76;20;1;3;0;76;Gut;Rohbau;Bezirk 4;38;1962;2018;4;114;115000
1357;3;1 Ebene;1;0;1983;73;44;2;4;52;73;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1983;2019;5;73;120500
718;2;1 Ebene;1;1;1990;79;47;2;4;79;79;Gut;Guter Wohnraum;Bezirk 15;0;1990;2021;11;79;145000
1462;3;1 Ebene;2;1;1988;94;42;1;4;63;97;Durchschnitt;Kein Wohnraum;Bezirk 8;0;1988;2019;5;94;148000
2126;3;1 Ebene;3;0;2018;153;71;3;3;0;153;Sehr gut;Rohbau;Bezirk 18;0;2018;2019;6;153;372000
2230;2;2 Ebenen;3;0;2016;51;40;2;3;0;51;Gut;Rohbau;Bezirk 24;51;2017;2022;6;102;173650
865;2;1 Ebene;2;1;2012;141;42;2;3;98;127;Gut;Guter Wohnraum;Bezirk 25;0;2012;2021;10;141;278000
1214;3;2 Ebenen;3;1;2005;97;52;2;3;80;97;Gut;Guter Wohnraum;Bezirk 14;54;2006;2022;3;152;265650
1029;3;2 Ebenen;2;0;1937;79;0;0;4;0;79;Durchschnitt;Rohbau;Bezirk 12;56;2015;2019;9;136;129850
523;3;1 Ebene;1;1;1990;87;42;2;5;38;38;Gut;Mittlerer Wohnraum;Bezirk 22;0;1990;2020;5;87;153000
2549;1;1 Ebene;2;0;1902;61;27;1;3;0;53;Durchschnitt;Rohbau;Bezirk 20;0;2010;2021;11;61;78500
1458;2;1 Ebene;1;1;1950;69;24;1;4;58;69;Durchschnitt;Mittlerer Wohnraum;Bezirk 8;0;1970;2021;5;69;100000
1531;2;1 Ebene;2;0;2017;127;37;2;3;1;114;Gut;Guter Wohnraum;Bezirk 1;0;2018;2020;5;127;191000
1973;3;1 Ebene;1;1;1970;120;51;2;5;44;100;Gut;Mittlerer Wohnraum;Bezirk 15;0;2014;2020;5;120;176500
263;2;1 Ebene;2;1;2010;102;35;2;3;73;102;Sehr gut;Guter Wohnraum;Bezirk 14;0;2010;2021;6;102;162000
40;3;2 Ebenen;3;0;2019;69;47;2;4;0;69;Gut;Rohbau;Bezirk 24;71;2019;2020;5;141;205950
671;2;1 Ebene;2;0;2017;143;47;2;3;2;143;Sehr gut;Guter Wohnraum;Bezirk 18;0;2017;2020;7;143;266000
1398;4;1 Ebene;3;1;1984;170;45;2;4;119;165;Gut;Guter Wohnraum;Bezirk 15;59;2007;2021;7;229;345000
1437;2;1 Ebene;1;1;1976;79;28;1;4;38;77;Durchschnitt;Guter Wohnraum;Bezirk 22;0;1976;2018;7;79;132000
1454;3;1 Ebene;2;1;2005;99;34;2;4;59;98;Gut;Guter Wohnraum;Bezirk 9;0;2006;2018;7;99;183500
1629;3;2 Ebenen;2;1;1989;60;45;2;4;45;60;Gut;Freizeitraum;Bezirk 14;60;1989;2019;6;121;157000
1406;3;2 Ebenen;2;0;2004;53;37;2;3;28;53;Gut;Mittlerer Wohnraum;Bezirk 14;56;2004;2021;7;109;130000
429;3;1 Ebene;1;1;1967;78;33;1;3;67;78;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1967;2019;3;78;116900
1687;2;1 Ebene;1;1;1967;66;0;0;3;66;66;Durchschnitt;Mittlerer Wohnraum;Bezirk 8;0;1967;2020;5;66;91900
1092;3;1 Ebene;4;0;1996;96;40;2;4;0;49;Gut;Rohbau;Bezirk 19;61;2015;2019;1;158;178000
2394;3;2 Ebenen;2;2;1935;91;44;2;4;111;112;Durchschnitt;Guter Wohnraum;Bezirk 4;42;2016;2021;5;133;223500
1386;3;1 Ebene;1;1;1979;96;48;1;4;51;96;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1979;2018;7;96;158000
1489;5;3 Ebenen;2;0;1922;104;36;2;4;0;104;Durchschnitt;Rohbau;Bezirk 20;74;2017;2018;7;178;155000
1524;3;1 Ebene;2;1;1979;123;43;2;3;16;99;Durchschnitt;Kein Wohnraum;Bezirk 22;0;1979;2018;7;123;165000
593;2;1 Ebene;3;2;2019;227;64;3;3;194;223;Sehr gut;Guter Wohnraum;Bezirk 18;0;2019;2021;3;227;610000
